Address,City,State,Zip_code,LAT,LON
440 Main Street,Stroudsburg,PA,18360,40.18096152,-75.59604429
7150 Hamilton Blvd,Trexlertown,PA,18087,39.73891917,-80.03240026
346 Morgantown Street,Uniontown,PA,15401,39.89881138,-75.48486705
120 Murtland Ave,Washington,PA,15301,39.96353374,-75.91903042
"11137 Buchanan Trail E., Route 6",Waynesboro,PA,17268,40.5173446,-79.88656589
109 Miller Lane,Waynesburg,PA,15370,40.62965091,-76.96589666
519 E Market St,West Chester,PA,19382,41.23312126,-75.11898556
804 W. View Park Dr,West View,PA,15229,40.44435324,-75.15910038
1612 Macarthur Road,Whitehall,PA,18052,41.24913107,-76.68106541
140 Oxford Street,Wilkes Barre,PA,18706,40.13931076,-76.68166056
509 Penn Ave,Wilkinsburg,PA,15221,40.07599691,-76.75320159
1850 E. Third Street,Williamsport,PA,17701,39.97711967,-71.56623023
1865 Easton Rd,Willow Grove,PA,19090,39.90995292,-71.44563096
8140 Ogontz Ave,Wyncote,PA,19095,39.97964795,-71.35115222
190 Memory Lane,York,PA,17402,41.68118254,-71.52677533
2650 South Queen Street,York,PA,17402,41.77791698,-71.49847089
908 Loucks Road,York,PA,17404,41.82238786,-71.29193712
824 Tiogue Avenue,Coventry,RI,02816,41.87028452,-71.42149636
822 Reservoir Avenue,Cranston,RI,02910,41.82251826,-71.40779599
797 Taunton Avenue,East Providence,RI,02914,41.53694356,-71.35456843
421 Putnam Pike,Greenville,RI,02828,41.81201043,-71.48353708
1477 Atwood Ave,Johnston,RI,02919,41.84175846,-71.43493843
1387 West Main Road,Middletown,RI,02842,41.85852971,-71.50108239
420 Broad St,Providence,RI,02907,41.44204383,-71.51095254
805 North Main,Providence,RI,02904,41.73269489,-82.37532242
29 Newport Avenue,Rumford,RI,02916,41.68767299,-81.73764671
139 Old Tower Hill Road,Wakefield,RI,02879,42.0046619,-81.72134969
767 Airport Road,Warwick,RI,02886,34.17292769,-82.66125207
305 Quaker Lane,West Warwick,RI,02893,33.56584404,-82.67498802
137 Clinton Street,Woonsocket,RI,02895,33.52277303,-81.37550523
105 West Greenwood St,Abbeville,SC,29620,34.52962954,-80.72030422
"1406 Richland Avenue, W",Aiken,SC,29801,34.48951303,-82.48911311
991 Pine Log Road,Aiken,SC,29803,33.24397769,-79.69518292
2701 N. Main Street,Anderson,SC,29621,32.42921729,-80.2769299
653 Highway 28 By-Pass,Anderson,SC,29624,34.51708051,-80.85883894
10444 Dunbarton Boulevard,Barnwell,SC,29812,34.60500989,-80.97838
211 Robert Smalls Parkway,Beaufort,SC,29906,34.19784474,-81.9859578
326 S. Main Street,Belton,SC,29627,32.26572449,-80.59546915
477 15-401 By Pass West,Bennettsville,SC,29512,34.21428948,-79.95357446
1073 Sumter Highway,Bishopville,SC,29010,35.04931648,-80.01883551
2 Mallett Way,Bluffton,SC,29910,34.2471386,-79.90834977
206 Blythewood Road,Blythewood,SC,29016,32.78734591,-81.19323392
4004 Highway 9,Boiling Springs,SC,29316,32.90237819,-82.82489726
101 E. Dekalb Street,Camden,SC,29020,34.69277475,-81.8825784
220 Spring Street,Charleston,SC,29403,34.69599176,-81.20964992
5890 Rivers Ave,Charleston,SC,29406,34.68948217,-80.88613704
427 Chesterfield Highway,Cheraw,SC,29520,34.4720214,-81.09062821
"1607 Ja Cochran, Hwy 72 Bypass",Chester,SC,29706,35.10649896,-80.94777099
118 Pinnacle St,Clemson,SC,29631,34.11568649,-81.016906
105 W. Carolina Avenue,Clinton,SC,29325,34.03711117,-80.93613891
958 Bethel Street,Clover,SC,29710,34.05500202,-80.94827415
10125 Two Notch Rd,Columbia,SC,29223,34.01255386,-79.06600026
2104 Broad River Road,Columbia,SC,29210,34.14033369,-79.86178802
2340 Decker Blvd,Columbia,SC,29206,33.9699911,-79.36603183
2349 Taylor Street,Columbia,SC,29204,33.84734812,-82.10262021
2711 Clemson Road,Columbia,SC,29229,34.28330234,-82.57109281
7351 Garners Ferry Road,Columbia,SC,29209,34.42311117,-79.76519113
1624 Church Street,Conway,SC,29526,34.9092137,-79.80795284
979 Governor Williams Highway,Darlington,SC,29532,34.82537326,-79.75928772
808 Highway 301 North,Dillon,SC,29536,34.16413914,-81.66012069
1540 East Main St,Duncan,SC,29334,34.19267648,-79.29993653
5708 Calhoun Memorial Highway,Easley,SC,29640,34.19410575,-80.03918008
1601 South Irby Street,Florence,SC,29505,35.08610046,-82.28123159
2060 W. Evans St,Florence,SC,29501,33.37979629,-82.39837131
516 E. Palmetto,Florence,SC,29506,32.99316968,-82.45185805
1367 W. Floyd Baker Boulevard,Gaffney,SC,29341,34.82029469,-82.15220545
2130 Highmarket St,Georgetown,SC,29440,34.88989656,-82.17536839
108 S. Goose Creek Boulevard,Goose Creek,SC,29445,34.85252103,-82.26166441
1466 Woodruff Road,Greenville,SC,29607,34.17771624,-81.09936875
3200 N. Pleasantburg Drive,Greenville,SC,29609,34.21262332,-80.06223023
6102 White Horse Rd,Greenville,SC,29611,34.94086068,-80.85515406
1300 S. Main Street,Greenwood,SC,29646,32.8601775,-81.18445007
"219 By Pass, 72 NW",Greenwood,SC,29649,34.3599673,-80.12476459
1329 W Wade Hampton Blvd,Greer,SC,29650,34.99644972,-79.83389803
708 Elm Street,Hampton,SC,29924,34.08744659,-80.09744101
432 Hartsville Crossing Blvd,Hartsville,SC,29550,32.80161221,-80.76779536
9615 Charlotte Highway,Indian Land,SC,29707,33.66460753,-80.75934725
7467 St. Andrews Rd,Irmo,SC,29063,32.98774013,-82.01015461
3864 Savannah Highway,Johns Island,SC,29455,34.70432742,-81.52702888
201 N. Longstreet Street,Kingstree,SC,29556,34.72956361,-81.22984055
9580 Highway 78,Ladson,SC,29456,34.50447983,-78.88329798
1263 Great Falls Highway,Lancaster,SC,29720,33.91122604,-80.67551565
582 521 Bypass Hwy 9,Lancaster,SC,29720,33.99330039,-82.31694775
447 North Harper Street,Laurens,SC,29360,34.06311555,-79.98932458
123 E. Columbia Ave,Leesville,SC,29070,34.22783353,-79.25753923
5636 Sunset Boulevard,Lexington,SC,29072,34.77586659,-78.96341426
5305 Broad Street,Loris,SC,29569,33.20283882,-78.83212598
857 Highway 1 South,Lugoff,SC,29078,34.1994367,-81.59113225
308 W. Butler Road,Mauldin,SC,29662,33.75575517,-81.95623272
411 Highway 52,Moncks Corner,SC,29461,33.73559585,-81.90022472
253 W. Mcintyre Street,Mullins,SC,29574,34.28269195,-78.68478997
1020 Glen Forest Road,Myrtle Beach,SC,29579,33.49376425,-80.85397436
6100 North Kings Highway,Myrtle Beach,SC,29577,33.5040616,-80.38214264
110 Heritage Drive,Newberry,SC,29108,33.82449722,-82.46688149
433 E. Martintown Road,North Augusta,SC,29841,33.49120788,-82.69488516
4426 Jefferson Davis Highway,North Augusta,SC,29841,34.77259736,-82.46870273
602 Highway 17,North Myrtle Beach,SC,29582,34.64271303,-82.38930444
675 John C. Calhoun Drive,Orangeburg,SC,29115,34.87324338,-81.04082841
206 S. Van L Mungo Boulevard,Pageland,SC,29728,34.77859084,-80.97534897
101 Depot Road,Pelzer,SC,29669,34.72885287,-81.00012077
2809 Gentry Memorial Highway,Pickens,SC,29671,34.74698729,-81.04609248
3100 Highway 153,Piedmont,SC,29673,32.47883931,-80.99495269
7418 Augusta Road,Piedmont,SC,29673,34.9169633,-80.59994742
3062 Lancaster Highway,Richburg,SC,29729,34.95633324,-82.98664627
8146 East Main St,Ridgeland,SC,29936,34.96071796,-82.25656099
1343 E. Main Street,Rock Hill,SC,29730,33.19491254,-81.97994668
1667 Ebenezer Road,Rock Hill,SC,29732,34.69219122,-81.97108034
869 North Anderson Road,Rock Hill,SC,29730,34.71175149,-81.88621491
5987 West Jim Bilton Blvd,Saint George,SC,29477,34.9373632,-80.16853276
1425 Sandifer Blvd,Seneca,SC,29678,34.98320386,-80.17427888
644 Fairview Rd,Simpsonville,SC,29680,34.91906374,-80.1286601
1459 W. O. Ezell Boulevard,Spartanburg,SC,29301,32.9526496,-80.37362522
1797 Asheville Highway,Spartanburg,SC,29303,33.02108273,-80.33634617
228 Cedar Springs Road,Spartanburg,SC,29302,33.0422067,-80.46489543
10170 Dorchester Road,Summerville,SC,29485,33.946496,-78.97723417
137 N. Main,Summerville,SC,29483,33.92029529,-82.43187574
1801 N. Main Street,Summerville,SC,29483,33.96273245,-81.63899475
1014 Broad Street,Sumter,SC,29150,33.61673672,-80.69178505
215 East Liberty Street,Sumter,SC,29150,34.96457572,-81.07355875
4630 W. Broad Street,Sumter,SC,29154,34.72858664,-81.14995772
504 6th Avenue North,Surfside Beach,SC,29575,32.93143171,-81.10065991
6500 State Park Rd,Travelers Rest,SC,29690,33.98961022,-81.22583402
542 North Duncan By-Pass,Union,SC,29379,33.93870525,-96.76429714
2130 Bells Highway,Walterboro,SC,29488,34.36849405,-103.1978194
107 12th Street,West Columbia,SC,29169,34.98731204,-96.76106848
2711 Emanuel Church Rd,West Columbia,SC,29170,44.31069429,-96.77097215
182 U.S. Highway 321 By-Pass South,Winnsboro,SC,29180,44.08746135,-96.68413388
601 E. Liberty,York,SC,29745,43.54534789,-103.818344
532 Sunrise Ridge Road,Brookings,SD,57006,43.51598407,-97.398831
817 East North Street,Rapid City,SD,57701,43.54662483,-86.65310052
300 South Kiwanis,Sioux Falls,SD,57104,44.47643252,-86.84144661
3100 South Louise Avenue,Sioux Falls,SD,57106,42.89920879,-87.06005823
3401 East 10th Street,Sioux Falls,SD,57103,36.04798715,-84.62233332
2405 East Colorado Boulevard,Spearfish,SD,57783,34.99198225,-89.78644026
2504 Fox Run Parkway,Yankton,SD,57078,36.27062184,-89.862398
5321 Hickory Hollow Ln,Antioch,TN,37013,35.45034975,-88.9935226
30019 Highway 110,Ardmore,TN,38449,35.44591381,-82.21248957
401 South Main Street,Ashland City,TN,37015,35.20477,-89.2475343
1605 Decatur Pike,Athens,TN,37303,35.25638072,-85.26660175
11200 Highway 51 South,Atoka,TN,38004,36.59491603,-85.31641711
6028 Stage Rd,Bartlett,TN,38134,35.54147552,-85.18111218
512 West Market Street,Bolivar,TN,38008,35.03892018,-85.16276186
2590 West State Street,Bristol,TN,37620,35.02840133,-87.30369703
2560 Anderson Avenue,Brownsville,TN,38012,35.09268419,-87.43241035
2301 East 3rd Street,Chattanooga,TN,37404,35.01448082,-87.28910045
2501 Broad St,Chattanooga,TN,37408,36.51445272,-87.36405925
4856 Highway 58,Chattanooga,TN,37416,36.62395886,-84.86503226
7428 E. Brainerd Rd,Chattanooga,TN,37421,36.59328928,-84.87137113
1879 Madison Street,Clarksville,TN,37043,36.53973002,-89.68685249
2725 Fort Campbell Boulevard,Clarksville,TN,37042,35.12952108,-87.06473646
3051 Guthrie Highway,Clarksville,TN,37040,35.18535169,-85.50329
781 North 2nd Street,Clarksville,TN,37040,35.04595985,-89.79532113
"2325 McGrady Drive, S.E",Cleveland,TN,37323,35.6027118,-85.04480048
2720 Keith Street,Cleveland,TN,37312,36.13424,-87.37572877
731 West Poplar Avenue,Collierville,TN,38017,35.16028886,-89.39499533
1202 S. James Campbell Blvd,Columbia,TN,37401,35.96003072,-82.22240721
1105 S. Jefferson Avenue,Cookeville,TN,38506,36.06112641,-82.40067339
1295 N. Germantown Parkway,Cordova,TN,38016,36.05959207,-86.56642306
410 Highland Square,Crossville,TN,38555,36.35052271,-86.82615528
"528 Highway 46, S",Dickson,TN,37055,36.15897421,-86.46258869
2408 Lake Road,Dyersburg,TN,38024,35.13211098,-86.70064452
207 Broad Street,Elizabethton,TN,37643,35.91480389,-85.94760396
1213 North Main Street,Erwin,TN,37650,36.38115448,-82.4687549
1260 Huntsville Highway,Fayetteville,TN,37334,36.32632061,-82.7922519
1319 Murfreesboro Road,Franklin,TN,37064,36.17733033,-84.58132023
675 Nashville Pike,Gallatin,TN,37066,36.4157731,-86.62461828
314 Long Hollow Pike,Goodlettsville,TN,37072,36.17741797,-86.59541965
501 Gordonsville Highway,Gordonsville,TN,38563,35.91352733,-85.24319468
1106 Spratlin Park Dr,Gray,TN,37615,36.3039366,-88.82796277
1735 East Andrew Johnson Highway,Greeneville,TN,37745,36.21521259,-84.92576664
1527 S. Roane Street,Harriman,TN,37748,35.12861549,-83.48171953
322 W. Main St,Hendersonville,TN,37075,35.65797207,-82.37390762
4744 Lebanon Rd,Hermitage,TN,37076,36.42674338,-85.68575811
5323 Highway 153,Hixson,TN,37343,36.11823803,-82.51947609
2051 North Highland Avenue,Jackson,TN,38305,36.33848278,-82.56524861
102 Stewart Street,Jamestown,TN,38556,35.04109282,-83.77522033
281 East Broadway,Jefferson City,TN,37760,36.52463975,-83.89644179
1920 N. Roan Street,Johnson City,TN,37601,36.56416895,-83.92489901
342 Kimball Crossing Drive,Kimball,TN,37347,35.99996833,-84.09339793
2401 Ft. Henry Drive,Kingsport,TN,37664,35.98480034,-83.90669696
813 Lynn Garden Drive,Kingsport,TN,37660,35.99915079,-83.98455557
1030 Shumard Lane,Knoxville,TN,37914,35.92280227,-83.87018591
2456 E. Magnolia Avenue,Knoxville,TN,37917,35.93596529,-84.02354553
2918 N. Broadway Street,Knoxville,TN,37917,35.97289849,-84.02645409
409 N. Cedar Bluff Road,Knoxville,TN,37923,36.03190198,-83.92708556
4200 Chapman Highway,Knoxville,TN,37920,36.00686352,-84.16596721
4415 Western Avenue,Knoxville,TN,37921,35.93092834,-86.58683845
5266 Millertown Pike,Knoxville,TN,37924,36.08237274,-86.03684465
6711 Clinton Highway,Knoxville,TN,37912,36.3429229,-89.7625365
7118 Kingston Pike Road,Knoxville,TN,37919,36.02526903,-87.32274249
7228 Maynardville Pike,Knoxville,TN,37918,36.52077374,-86.29677798
2415 Jacksboro Pike,La Follette,TN,37766,35.20438684,-84.26640037
5001 Murfreesboro Road,La Vergne,TN,37086,35.26537416,-86.79266017
451 Highway 52 Bypass West,Lafayette,TN,37083,36.18760484,-88.41324652
8995 Highway 64 East,Lakeland,TN,38002,35.81946373,-85.33985017
1950 N Locust Ave,Lawrenceburg,TN,38464,35.46920001,-84.38902885
710 S. Cumberland Street,Lebanon,TN,37087,35.65774038,-86.71104729
"865 Highway 321, N",Lenoir City,TN,37771,36.37394011,-84.34105314
1338 N. Ellington Parkway,Lewisburg,TN,37091,35.7309173,-86.05975515
615 W Church Street,Lexington,TN,38351,36.26673435,-83.99813302
1349 West Main Street,Livingston,TN,38570,35.53165112,-85.78104484
12395 Highway 72 North,Loudon,TN,37774,35.46008494,-90.00502589
415 Gallatin Pike North,Madison,TN,37115,35.75194802,-90.04331655
3970 Highway 411,Madisonville,TN,37354,35.70304376,-89.99525904
2156 Hillsboro Boulevard,Manchester,TN,37355,35.13562706,-89.98741386
807 Foothills Drive,Maryville,TN,37801,35.14844793,-89.97620241
1410 Smithville Hwy,McMinnville,TN,37110,35.21720659,-89.96988606
1699 Union Ave,Memphis,TN,38104,35.10733661,-90.05909508
200 N. Danny Thomas Blvd,Memphis,TN,38105,35.15802951,-89.90595876
2055 Frayser Blvd,Memphis,TN,38127,35.09457434,-89.91582925
2256 Lamar Ave,Memphis,TN,38114,35.06264398,-90.02521684
2452 Jackson Ave,Memphis,TN,38108,35.06083902,-89.93886092
2785 Lamar Ave,Memphis,TN,38114,35.21464886,-90.06935128
3144 S. 3rd St,Memphis,TN,38109,35.04994408,-89.91680299
3215 S. Perkins Rd,Memphis,TN,38118,35.02053877,-90.02530713
3255 Austin Peay Hwy,Memphis,TN,38128,35.03945828,-89.83076439
3623 Elvis Presley Blvd,Memphis,TN,38116,35.14899121,-89.8539547
3745 E. Shelby Drive,Memphis,TN,38118,35.02450835,-89.94599413
3995 S. 3rd St,Memphis,TN,38109,35.01736246,-89.79625449
4306 Summer Ave,Memphis,TN,38122,35.04980017,-90.05501904
4549 Elvis Presley Highway,Memphis,TN,38116,35.11179776,-89.90132631
4790 Riverdale Road,Memphis,TN,38141,35.0484483,-83.28660553
6262 Winchester Rd,Memphis,TN,38115,35.12381084,-81.80690402
727 South Highland,Memphis,TN,38111,35.34953314,-86.38539694
7980 Winchester Road,Memphis,TN,38125,36.21459124,-86.43085404
869 S. 3rd St,Memphis,TN,38106,36.4702717,-86.79104113
8611 US Highway 51 N,Millington,TN,38053,35.87317857,-86.63673089
521 E. Morris Blvd,Morristown,TN,37813,35.84708652,-86.92629206
485 South Shady Street,Mountain City,TN,37683,36.17246899,-86.8285904
1816 Memorial Blvd,Murfreesboro,TN,37129,36.07267869,-86.75960577
2205 Old Fort Parkway,Murfreesboro,TN,37129,36.07346261,-86.69520322
1027 8th Ave. N,Nashville,TN,37208,36.19221868,-86.66644552
2634 Murfreesboro Road,Nashville,TN,37217,36.22727584,-83.20028122
290 Hicks Road,Nashville,TN,37221,36.0868592,-84.244701
2910 Clarksville Highway,Nashville,TN,37218,36.14617095,-89.52279703
3035 Dickerson Rd,Nashville,TN,37207,35.95166015,-84.50617498
336 Harding Pl,Nashville,TN,37211,36.0227884,-88.31530233
541 Donelson Pike,Nashville,TN,37214,35.22887982,-83.54546645
805 Cosby Highway,Newport,TN,37821,36.51627853,-82.30453048
1020 Oak Ridge Turnpike,Oak Ridge,TN,37830,36.29075841,-87.03017837
6880 Highway 64,Oakland,TN,38060,35.77693235,-87.05760696
19869 Alberta St,Oneida,TN,37841,36.43693425,-89.54396184
911 Mineral Wells,Paris,TN,38242,36.39699313,-84.16069796
3984 Parkway,Pigeon Forge,TN,37863,35.20265725,-83.01103697
5548 Highway 11 East,Piney Flats,TN,37686,35.76328918,-83.5440256
111 Ren Mar Drive,Pleasant View,TN,37146,36.23238083,-83.75500142
1635 W. College Street,Pulaski,TN,38478,36.39366746,-86.45854447
770 U.S. Highway 51,Ripley,TN,38063,35.86399242,-85.81339278
117 Colonial Lane,Rocky Top,TN,37769,35.86927692,-85.18201771
3938 Highway 66,Rogersville,TN,37857,35.48919092,-85.48547649
933 Dolly Parton Parkway,Sevierville,TN,37862,35.95738324,-86.91944934
11503 Chapman Highway,Seymour,TN,37865,35.25499462,-86.88093208
102 Madison Street,Shelbyville,TN,37160,35.94423532,-83.57317822
105 E. Broad Street,Smithville,TN,37166,35.76834318,-86.22840589
10161 Highway 27,Soddy Daisy,TN,37379,36.49604871,-87.79968047
810 Roosevelt Drive,Sparta,TN,38583,36.44808724,-86.67765166
3004 Belshire Village Drive,Spring Hill,TN,37174,35.38042982,-86.0987651
1705 Memorial Boulevard,Springfield,TN,37172,36.08376697,-99.70590825
1500 N. Broad Street,Tazewell,TN,37879,36.46872402,-99.78056843
1701 N. Jackson,Tullahoma,TN,37388,35.19627899,-96.66100743
310 West Main Street,Waverly,TN,37185,32.46282492,-95.24361973
803 Hwy.76,White House,TN,37188,32.45185698,-101.8172998
1248 Dinah Shore Boulevard,Winchester,TN,37398,33.10141581,-101.8310336
1301 North Judge Ely Blvd,Abilene,TX,79601,29.40959444,-101.9046036
4335 S 1st Street,Abilene,TX,79605,35.19486296,-96.58215426
200 N. Greenville Ave,Allen,TX,75002,35.22193382,-106.5881195
1623 S. Gordon Drive,Alvin,TX,77511,35.17658133,-97.06590574
1510 S. Ross Street,Amarillo,TX,79102,33.34551033,-97.13488538
316 E. Amarillo Blvd,Amarillo,TX,79107,31.99754891,-97.11527554
6100 W. 34th Avenue,Amarillo,TX,79109,32.71221233,-95.84294287
2605 West White Street,Anna,TX,75409,32.65138802,-97.78952897
1811 Antonio Street,Anthony,TX,79821,32.73563414,-97.66908877
2560 East Pioneer Parkway,Arlington,TX,76010,32.20578183,-97.68953128
5900 S. Cooper Street,Arlington,TX,76017,30.44763716,-97.72593121
700 W. Abram Street,Arlington,TX,76013,30.44126673,-97.72709708
801 E. Tyler St,Athens,TX,75751,30.4128699,-97.66414621
13435 US Hwy 183 North,Austin,TX,78750,30.23878901,-97.77138649
14824 N I H 35,Austin,TX,78728,30.32453417,-97.54368985
1700 W Parmer Lane,Austin,TX,78727,30.3142636,-96.61457493
2224 E Riverside Drive,Austin,TX,78741,30.1901583,-97.30736389
5607 N. Lamar Blvd,Austin,TX,78751,32.9028446,-95.94659933
7206 Ed Bluestein Blvd,Austin,TX,78723,32.71950556,-94.97744393
801 E William Cannon Dr,Austin,TX,78745,30.10972833,-94.90140382
637 Boyd Road,Azle,TX,76020,28.98282725,-94.1437279
12325 Elam Rd,Balch Springs,TX,75180,29.76759237,-94.18627695
901 State Highway 95,Bastrop,TX,78602,29.81310301,-97.16010991
3716 Seventh Street,Bay City,TX,77414,30.1161786,-97.11590928
4006 Garth Rd,Baytown,TX,77521,30.06754713,-97.746439
8302 N. Highway 146,Baytown,TX,77520,32.83853465,-101.4720994
3930 Eastex Fwy,Beaumont,TX,77703,32.85186621,-101.4027767
8090 College Street,Beaumont,TX,77707,28.40160421,-102.2743468
1505 Brown Trail,Bedford,TX,76022,32.23724447,-97.47968411
3116 Harwood Road,Bedford,TX,76021,35.66169318,-97.51997405
200 E. Houston Street,Beeville,TX,78102,33.18443089,-98.97948153
1711 Gregg Street,Big Spring,TX,79720,25.9217037,-96.34921205
1124 W. Wilson Street,Borger,TX,79007,25.9780261,-97.82206546
509 Lubbock Road,Brownfield,TX,79316,31.72790727,-97.33471806
2701 Boca Chica Boulevard,Brownsville,TX,78521,30.64010028,-96.84200869
3565 W. Alton Gloor Blvd,Brownsville,TX,78520,30.08769006,-96.885072
1013 N. Fisk Avenue,Brownwood,TX,76801,32.53643679,-96.94159782
3321 Texas Avenue,Bryan,TX,77802,32.98465518,-97.83020474
720 Old San Antonio Road,Buda,TX,78610,33.02411233,-94.19429612
600 S.W. Wilshire Boulevard,Burleson,TX,76028,32.5974432,-97.40695162
2636 Midway Rd,Carrollton,TX,75006,30.52149217,-96.30831755
4117 North Josey Lane,Carrollton,TX,75007,31.81146654,-95.48115223
216 FM 1382,Cedar Hill,TX,75104,32.34106513,-97.87840717
1040 N Bell Blvd,Cedar Park,TX,78613,30.60682495,-97.58615295
1502 Tenaha,Center,TX,75935,30.33283798,-97.40318306
1410 West Henderson Street,Cleburne,TX,76033,31.1205839,-97.38220464
2501 Texas Avenue,College Station,TX,77840,27.84564021,-96.46970543
"1424 Loop 336, W",Conroe,TX,77304,27.76578095,-95.62444393
2303 East Highway 190,Copperas Cove,TX,76522,27.68453208,-95.70037933
11153 Leopard Street,Corpus Christi,TX,78410,32.08849793,-96.82372744
2111 S. Staples Street,Corpus Christi,TX,78404,29.99553711,-96.68331099
5633 Saratoga Boulevard,Corpus Christi,TX,78414,29.97250563,-96.89591082
700 W. 7th Avenue,Corsicana,TX,75110,32.72028987,-96.68301175
13230 Grant Road,Cypress,TX,77429,32.84971226,-96.85713367
26251 Northwest Freeway,Cypress,TX,77429,32.76800436,-96.77447314
106 W Illinois Ave,Dallas,TX,75224,32.74301086,-96.85667322
11333 Garland Road,Dallas,TX,75218,32.74965143,-96.87605158
1702 N. Cockrell Hill Rd,Dallas,TX,75212,32.69324591,-96.85703555
1801 S Buckner Blvd,Dallas,TX,75217,32.77918561,-96.81157878
2407 W Davis St,Dallas,TX,75211,32.66269851,-96.70075609
2802 E. Ledbetter Dr,Dallas,TX,75216,32.9096764,-96.76032007
3001 N. Hampton Rd,Dallas,TX,75212,32.81667012,-96.76764392
3415 W Camp Wisdom Rd,Dallas,TX,75237,32.79195772,-96.73385589
3633 Forest Lane,Dallas,TX,75234,32.83642017,-100.9039241
4303 Lemmon Ave,Dallas,TX,75219,32.90944777,-97.12409451
5877 Samuell Blvd,Dallas,TX,75228,32.90927054,-97.13539863
6130 E. Mockingbird Ln,Dallas,TX,75214,29.37750273,-96.823468
8001 Forest Lane,Dallas,TX,75243,33.19574783,-95.07894074
9465 Forest Ln,Dallas,TX,75243,33.23074321,-101.9732593
1410 Veterans Boulevard,Del Rio,TX,78840,32.605833,-96.92579743
1516 Teasley Ln,Denton,TX,76205,29.44817838,-100.4876407
315 W. University Dr,Denton,TX,76201,35.84877343,-98.16859801
915 N. I-35,Desoto,TX,75115,32.64966483,-98.20154651
"114 FM 517 Road, W",Dickinson,TX,77539,28.70622577,-106.301025
1523 Dumas Avenue,Dumas,TX,79029,26.27881748,-106.3956961
243 South Cedar Ridge Drive,Duncanville,TX,75116,26.2672965,-106.267789
1993 Garrison,Eagle Pass,TX,78852,31.76918674,-106.4507952
2411 South Highway 281,Edinburg,TX,78539,31.78879994,-106.5751252
4101 S McColl Road,Edinburg,TX,78539,31.796508,-106.3185988
11330 Montwood Drive,El Paso,TX,79936,31.77876106,-106.4228711
1441 Airway Blvd,El Paso,TX,79925,31.84051287,-97.41605467
3490 Joe Battle Blvd,El Paso,TX,79938,31.70588255,-97.98683518
3601 Gateway Blvd W,El Paso,TX,79903,31.87760988,-96.62408082
7940 N Mesa St,El Paso,TX,79932,30.3519635,-97.08429746
8830 North Loop Dr,El Paso,TX,79907,26.29350431,-102.9034731
9418 Dyer Street,El Paso,TX,79924,32.32942759,-97.2891416
18619 Highway 290,Elgin,TX,78621,32.83722332,-97.38263606
505 E. Edinburg Ave,Elsa,TX,78543,30.89752159,-97.28172714
100 N. Kaufman Street,Ennis,TX,75119,32.77688818,-97.37093468
200 W. Euless Blvd,Euless,TX,76040,32.78471124,-97.40325031
1304 N. U.S. Highway 285,Fort Stockton,TX,79735,32.68380597,-97.21658246
1000 N. Beach St,Fort Worth,TX,76111,32.6502938,-95.18626435
2251 Jacksboro Highway,Fort Worth,TX,76114,32.66025665,-96.80448898
3132 Mansfield Hwy,Fort Worth,TX,76119,32.76565876,-94.83189953
3620 Altamesa Blvd,Fort Worth,TX,76133,29.511368,-94.79818452
6251 Hulen Bend Boulevard,Fort Worth,TX,76132,33.14074574,-96.64926
6730 Bridge Street,Fort Worth,TX,76112,29.27669359,-96.59537256
222 E. Parkwood Avenue,Friendswood,TX,77546,29.2983026,-97.68031776
7560 Preston Road,Frisco,TX,75034,32.93077,-97.74439109
2227 61st Street,Galveston,TX,77551,32.84410751,-97.0433824
2801 Broadway St,Galveston,TX,77550,30.6465106,-97.0631262
1430 W. Buckingham Rd,Garland,TX,75042,32.44718614,-97.00236106
5836 Broadway Blvd,Garland,TX,75043,32.67874326,-96.10967032
500 W. Morrow,Georgetown,TX,78626,32.78504549,-96.12830951
2201 E. Highway 377,Granbury,TX,76048,32.70887044,-97.2880491
2559 Sara Jane Parkway,Grand Prairie,TX,75052,33.10922921,-97.66498517
2801 NE Green Oaks Blvd,Grand Prairie,TX,75050,32.33093132,-97.67983624
301 W. Highway 303,Grand Prairie,TX,75051,32.86091507,-98.67630495
6010 Wesley,Greenville,TX,75402,31.06450789,-102.4055121
900 West Main,Gun Barrel City,TX,75156,26.19133142,-97.20323693
4540 Western Center Blvd,Haltom City,TX,76137,29.55964975,-97.05453932
516 E. FM 2410 Road,Harker Heights,TX,76548,34.81136167,-95.24218283
201 South 77 Sunshine Strip,Harlingen,TX,78550,31.47533043,-95.58368423
12474 Bandera Road,Helotes,TX,78023,33.07161533,-95.58157464
741 West First,Hereford,TX,79045,29.64049472,-95.21391259
615 N. Hewitt Dr. & Panther Way,Hewitt,TX,76643,29.93383491,-95.60287912
2170 FM 407,Highland Village,TX,75077,29.99680438,-95.29725497
10535 Gulf Freeway,Houston,TX,77034,29.60199773,-95.49720966
10934 Cypress Creek Pkwy,Houston,TX,77070,29.73609657,-95.45150028
11030 Louetta Road,Houston,TX,77070,29.69800721,-95.60190184
11791 S. Sam Houston Parkway East,Houston,TX,77089,29.92216684,-95.42882359
12499 Westheimer Rd,Houston,TX,77077,30.01364358,-95.16753117
1300 Gulfgate Center Mall,Houston,TX,77087,29.77025654,-95.12161542
14127 State Highway 249,Houston,TX,77086,29.8131671,-95.7172148
1423 Cypress Creek Pkwy,Houston,TX,77090,29.80775849,-95.39946602
14490 Memorial Dr,Houston,TX,77079,29.57846994,-95.54595822
